,alt,sum,brw,mhd,thd,nwr,kum,mlo,smo,cgo,ush,psa,spo
1977-01-01,,,,,,,,,,,,,
1977-02-01,,,,,,,,,,,,,
1977-03-01,,,,,,,,,,,,,
1977-04-01,,,,,,,,,,,,,
1977-05-01,,,,,,,,,,,,,
1977-06-01,,,,,,,,,,,,,
1977-07-01,,,,,,,,,,,,,
1977-08-01,,,,,,,,,,,,,
1977-09-01,,,,,,,,,,,,,
1977-10-01,,,,,,,,,,,,,
1977-11-01,,,,,,,,,,,,,
1977-12-01,,,,,,,,,,,,,
1978-01-01,,,,,,,,,,,,,
1978-02-01,,,,,,,,,,,,,
1978-03-01,,,,,,,,,,,,,
1978-04-01,,,,,,,,,,,,,
1978-05-01,,,,,,,,,,,,,
1978-06-01,,,,,,,,,,,,,
1978-07-01,,,,,,,,,,,,,
1978-08-01,,,,,,,,,,,,,
1978-09-01,,,,,,,,,,,,,
1978-10-01,,,,,,,,,,,,,
1978-11-01,,,,,,,,,,,,,
1978-12-01,,,,,,,,,,,,,
1979-01-01,,,,,,,,,,,,,
1979-02-01,,,,,,,,,,,,,
1979-03-01,,,,,,,,,,,,,
1979-04-01,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,
1979-06-01,,,,,,,,,,,,,
1979-07-01,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,
1979-09-01,,,,,,,,,,,,,
1979-10-01,,,,,,,,,,,,,
1979-11-01,,,,,,,,,,,,,
1979-12-01,,,,,,,,,,,,,
1980-01-01,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,
1980-09-01,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,
1981-04-01,,,,,,,,,,,,,
1981-05-01,,,,,,,,,,,,,
1981-06-01,,,,,,,,,,,,,
1981-07-01,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,
1981-10-01,,,,,,,,,,,,,
1981-11-01,,,,,,,,,,,,,
1981-12-01,,,,,,,,,,,,,
1982-01-01,,,,,,,,,,,,,
1982-02-01,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,
1982-04-01,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,
1982-06-01,,,,,,,,,,,,,
1982-07-01,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,
1982-09-01,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,
1982-11-01,,,,,,,,,,,,,
1982-12-01,,,,,,,,,,,,,
1983-01-01,,,,,,,,,,,,,
1983-02-01,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,
1983-06-01,,,,,,,,,,,,,
1983-07-01,,,,,,,,,,,,,
1983-08-01,,,,,,,,,,,,,
1983-09-01,,,,,,,,,,,,,
1983-10-01,,,,,,,,,,,,,
1983-11-01,,,,,,,,,,,,,
1983-12-01,,,,,,,,,,,,,
1984-01-01,,,,,,,,,,,,,
1984-02-01,,,,,,,,,,,,,
1984-03-01,,,,,,,,,,,,,
1984-04-01,,,,,,,,,,,,,
1984-05-01,,,,,,,,,,,,,
1984-06-01,,,,,,,,,,,,,
1984-07-01,,,,,,,,,,,,,
1984-08-01,,,,,,,,,,,,,
1984-09-01,,,,,,,,,,,,,
1984-10-01,,,,,,,,,,,,,
1984-11-01,,,,,,,,,,,,,
1984-12-01,,,,,,,,,,,,,
1985-01-01,,,,,,,,,,,,,
1985-02-01,,,,,,,,,,,,,
1985-03-01,,,,,,,,,,,,,
1985-04-01,,,,,,,,,,,,,
1985-05-01,,,,,,,,,,,,,
1985-06-01,,,,,,,,,,,,,
1985-07-01,,,,,,,,,,,,,
1985-08-01,,,,,,,,,,,,,
1985-09-01,,,,,,,,,,,,,
1985-10-01,,,,,,,,,,,,,
1985-11-01,,,,,,,,,,,,,
1985-12-01,,,,,,,,,,,,,
1986-01-01,,,,,,,,,,,,,
1986-02-01,,,,,,,,,,,,,
1986-03-01,,,,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,
1986-06-01,,,,,,,,,,,,,
1986-07-01,,,,,,,,,,,,,
1986-08-01,,,,,,,,,,,,,
1986-09-01,,,,,,,,,,,,,
1986-10-01,,,,,,,,,,,,,
1986-11-01,,,,,,,,,,,,,
1986-12-01,,,,,,,,,,,,,
1987-01-01,,,,,,,,,,,,,
1987-02-01,,,,,,,,,,,,,
1987-03-01,,,,,,,,,,,,,
1987-04-01,,,,,,,,,,,,,
1987-05-01,,,,,,,,,,,,,
1987-06-01,,,,,,,,,,,,,
1987-07-01,,,,,,,,,,,,,
1987-08-01,,,,,,,,,,,,,
1987-09-01,,,,,,,,,,,,,
1987-10-01,,,,,,,,,,,,,
1987-11-01,,,,,,,,,,,,,
1987-12-01,,,,,,,,,,,,,
1988-01-01,,,,,,,,,,,,,
1988-02-01,,,,,,,,,,,,,
1988-03-01,,,,,,,,,,,,,
1988-04-01,,,,,,,,,,,,,
1988-05-01,,,,,,,,,,,,,
1988-06-01,,,,,,,,,,,,,
1988-07-01,,,,,,,,,,,,,
1988-08-01,,,,,,,,,,,,,
1988-09-01,,,,,,,,,,,,,
1988-10-01,,,,,,,,,,,,,
1988-11-01,,,,,,,,,,,,,
1988-12-01,,,,,,,,,,,,,
1989-01-01,,,,,,,,,,,,,
1989-02-01,,,,,,,,,,,,,
1989-03-01,,,,,,,,,,,,,
1989-04-01,,,,,,,,,,,,,
1989-05-01,,,,,,,,,,,,,
1989-06-01,,,,,,,,,,,,,
1989-07-01,,,,,,,,,,,,,
1989-08-01,,,,,,,,,,,,,
1989-09-01,,,,,,,,,,,,,
1989-10-01,,,,,,,,,,,,,
1989-11-01,,,,,,,,,,,,,
1989-12-01,,,,,,,,,,,,,
1990-01-01,,,,,,,,,,,,,
1990-02-01,,,,,,,,,,,,,
1990-03-01,,,,,,,,,,,,,
1990-04-01,,,,,,,,,,,,,
1990-05-01,,,,,,,,,,,,,
1990-06-01,,,,,,,,,,,,,
1990-07-01,,,,,,,,,,,,,
1990-08-01,,,,,,,,,,,,,
1990-09-01,,,,,,,,,,,,,
1990-10-01,,,,,,,,,,,,,
1990-11-01,,,,,,,,,,,,,
1990-12-01,,,,,,,,,,,,,
1991-01-01,,,,,,,,,,,,,
1991-02-01,,,,,,,,,,,,,
1991-03-01,,,,,,,,,,,,,
1991-04-01,,,,,,,,,,,,,
1991-05-01,,,,,,,,,,,,,
1991-06-01,,,,,,,,,,,,,
1991-07-01,,,,,,,,,,,,,
1991-08-01,,,,,,,,,,,,,
1991-09-01,,,,,,,,,,,,,
1991-10-01,,,,,,,,,,,,,
1991-11-01,,,,,,,,,,,,,
1991-12-01,,,,,,,,,,,,,
1992-01-01,,,,,,,,,,,,,
1992-02-01,,,,,,,,,,,,,
1992-03-01,,,,,,,,,,,,,
1992-04-01,,,,,,,,,,,,,
1992-05-01,,,,,,,,,,,,,
1992-06-01,,,,,,,,,,,,,
1992-07-01,,,,,,,,,,,,,
1992-08-01,,,,,,,,,,,,,
1992-09-01,,,,,,,,,,,,,
1992-10-01,,,,,,,,,,,,,
1992-11-01,,,,,,,,,,,,,
1992-12-01,,,,,,,,,,,,,
1993-01-01,,,,,,,,,,,,,
1993-02-01,,,,,,,,,,,,,
1993-03-01,,,,,,,,,,,,,
1993-04-01,,,,,,,,,,,,,
1993-05-01,,,,,,,,,,,,,
1993-06-01,,,,,,,,,,,,,
1993-07-01,,,,,,,,,,,,,
1993-08-01,,,,,,,,,,,,,
1993-09-01,,,,,,,,,,,,,
1993-10-01,,,,,,,,,,,,,
1993-11-01,,,,,,,,,,,,,
1993-12-01,,,,,,,,,,,,,
1994-01-01,,,,,,,,,,,,,
1994-02-01,,,,,,,,,,,,,
1994-03-01,,,,,,,,,,,,,
1994-04-01,,,,,,,,,,,,,
1994-05-01,,,,,,,,,,,,,
1994-06-01,,,,,,,,,,,,,
1994-07-01,,,,,,,,,,,,,
1994-08-01,,,,,,,,,,,,,
1994-09-01,,,,,,,,,,,,,
1994-10-01,,,,,,,,,,,,,
1994-11-01,,,,,,,,,,,,,
1994-12-01,,,,,,,,,,,,,
1995-01-01,,,,,,,,,,,,,
1995-02-01,,,,,,,,,,,,,
1995-03-01,,,,,,,,,,,,,
1995-04-01,,,,,,,,,,,,,
1995-05-01,,,,,,,,,,,,,
1995-06-01,,,,,,,,,,,,,
1995-07-01,,,,,,,,,,,,,
1995-08-01,,,,,,,,,,,,,
1995-09-01,,,,,,,,,,,,,
1995-10-01,,,,,,,,,,,,,
1995-11-01,,,,,,,,,,,,,
1995-12-01,,,,,,,,,,,,,
1996-01-01,,,,,,,,,,,,,
1996-02-01,,,,,,,,,,,,,
1996-03-01,,,,,,,,,,,,,
1996-04-01,,,,,,,,,,,,,
1996-05-01,,,,,,,,,,,,,
1996-06-01,,,,,,,,,,,,,
1996-07-01,,,,,,,,,,,,,
1996-08-01,,,,,,,,,,,,,
1996-09-01,,,,,,,,,,,,,
1996-10-01,,,,,,,,,,,,,
1996-11-01,,,,,,,,,,,,,
1996-12-01,,,,,,,,,,,,,
1997-01-01,,,,,,,,,,,,,
1997-02-01,,,,,,,,,,,,,
1997-03-01,,,,,,,,,,,,,
1997-04-01,,,,,,,,,,,,,
1997-05-01,,,,,,,,,,,,,
1997-06-01,,,,,,,,,,,,,
1997-07-01,,,,,,,,,,,,,
1997-08-01,,,,,,,,,,,,,
1997-09-01,,,,,,,,,,,,,
1997-10-01,,,,,,,,,,,,,
1997-11-01,,,,,,,,,,,,,
1997-12-01,,,,,,,,,,,,,
1998-01-01,,,,,,,,,,,,,
1998-02-01,,,,,,,,,,,,,
1998-03-01,,,,,,,,,,,,,
1998-04-01,,,,,,,,,,,,,
1998-05-01,,,,,,,,,,,,,
1998-06-01,,,,,,,,,,,,,
1998-07-01,,,,,,,,,,,,,
1998-08-01,,,,,,,,,,,,,
1998-09-01,,,,,,,,,,,,,
1998-10-01,,,,,,,,,,,,,
1998-11-01,,,,,,,,,,,,,
1998-12-01,,,,,,,,,,,,,
1999-01-01,,,,,,,,,,,,,
1999-02-01,,,,,,,,,,,,,
1999-03-01,,,,,,,,,,,,,
1999-04-01,,,,,,,,,,,,,
1999-05-01,,,,,,,,,,,,,
1999-06-01,,,,,,,,,,,,,
1999-07-01,,,,,,,,,,,,,
1999-08-01,,,,,,,,,,,,,
1999-09-01,,,,,,,,,,,,,
1999-10-01,,,,,,,,,,,,,
1999-11-01,,,,,,,,,,,,,
1999-12-01,,,,,,,,,,,,,
2000-01-01,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,0.9462135860961628
2000-03-01,,,,,,,,,,,,,0.8810064187322938
2000-04-01,,,,,,,,,,,,,0.3169903970296313
2000-05-01,,,,,,,,,,,,,-28.34254234908755
2000-06-01,,,,,,,,,,,,0.933177291863687,2.5305462510574355
2000-07-01,,,,,,,,,,,,0.9973748688387326,12.399239614887781
2000-08-01,2.206455073280103,,,,,,,,,9.43361483723233,,1.1118788962006398,11.140952571785393
2000-09-01,2.2521017480327563,,2.2789918267260405,,,2.025164580619794,3.0255752961302846,1.7190999433446443,1.1550957696663107,6.380268439560837,,1.0137240143220834,51.36373936776952
2000-10-01,2.7966266280698013,,2.230135544898424,,,3.701756084691059,1.7024489709646657,1.7308541731277465,1.3487581927997083,3.486362671324842,,1.0395204241327798,-27.58962362167265
2000-11-01,2.8547494431760723,,2.4811507288775694,,,3.9478082155787995,9.512568851234187,1.8822478224129249,1.0431852052121837,3.4089595986931567,,0.9897964079164203,-0.8161338782295806
2000-12-01,2.8689910818787605,,2.746633127401408,,,2.4202026372983454,2.612305315366381,1.5323581987165176,1.2783731352260765,14.22583620504795,,1.2029288340416315,1.006095114327371
2001-01-01,2.9801130446152637,,2.9967669575607934,,,2.172716625652506,13.45416389011557,1.931381622285031,1.1121386510945492,12.295420194178828,,0.8925020480707541,1.0888594232634419
2001-02-01,2.6206851036181695,,2.8479436001655984,,,2.661824327737725,4.52209819072562,1.8976896137310715,1.156834790071044,5.550976553169836,,0.9355868403898064,0.9099749940223633
2001-03-01,3.080609510940063,,3.2226044870541948,,,2.434000420118812,3.0716316163985886,2.059994666227305,1.6309872391172018,3.3101383720150994,,1.1525096554337455,1.0248694987188787
2001-04-01,2.446208478765265,,2.8913971260715656,,,3.1277228920920455,8.278955745778964,2.341634724163346,1.4165834890435256,4.608067782254639,,1.00470482261543,0.9604431489162015
2001-05-01,3.098655396108008,,3.284758871837496,,,2.42407341001314,3.1769050546819355,1.6853801736927876,3.2550711474932923,4.103270212427772,,0.9316455089254286,1.2012217851458602
2001-06-01,2.901926475206628,,2.9518817332331504,3.1598718807446837,,2.653351741265836,3.0511455440774737,1.8185890284448176,1.1028716906893097,16.861937708929172,,1.3681642917361374,1.0494813099764726
2001-07-01,2.991856541901043,,2.5681997742548965,3.1044298023477856,,2.836978589363171,4.766955715264774,2.263964257685998,0.8144735340654463,7.446216602956512,,1.1559304771257177,1.1813368034451648
2001-08-01,2.535828919238941,,2.3579092958306767,2.799793178998071,,3.0756194967507713,2.9408170138190552,1.8486307166743758,1.3016908210912943,2.3978484790160763,,1.453247400188138,1.2711302499703188
2001-09-01,2.657912994956611,,2.5895321643563505,2.501922675074049,,2.9969942406591503,4.828370998756563,1.8318506605557339,-24.350609967742738,11.78200359201469,,1.3742239528046745,1.08264798415005
2001-10-01,2.306891311183631,,2.8935489530295975,3.0805251614063054,,2.8036830962991766,4.55221404650545,1.5727769914034795,4.5692082772033435,12.524925364559737,,1.6736196901999782,1.3723054552957068
2001-11-01,2.4681467807811472,,3.107818263264377,2.127088166679503,,2.0637363157207473,10.930361910021928,2.2599942585494404,1.2944507714201186,12.330484813996106,,1.0441238001521926,1.3816221058850569
2001-12-01,3.149512839090154,,3.379139966942176,3.1493232845660204,,2.8865347980984883,2.6289620445723223,1.9332917227912,1.3185324038583428,16.148469484259405,,0.9653762303476716,0.9906454434175382
2002-01-01,3.392551196813914,,3.711508132878944,4.266167054227685,,3.3091560286525885,7.037694654448132,2.1588550486400258,1.7683327464956813,3.8597966237660533,,1.1205306766692873,0.7195378405371053
2002-02-01,3.8057509708157813,,3.9929119719207042,3.540435416301788,,3.7193837247298123,4.451423525583621,1.9764576890419205,3.6720983847907847,7.2059734355684055,,1.1880512992912722,8.519432489011427
2002-03-01,3.4012085289490592,,3.6345880448005228,3.630845421232682,5.905693606033005,3.2383860970347094,3.321349652107961,2.4195607336444835,2.3325156596661722,4.570204985241641,,1.3163527350965372,7.5384731424596945
2002-04-01,3.2921126047238176,,3.378167325447175,3.95799484748384,4.530981583227035,3.4749951864026936,8.470721219180945,1.8910867837443606,8.4349521170413,5.306432792101959,,0.9933593601978812,-1.5198734555456843
2002-05-01,3.7863293946032486,,4.113696066726204,3.3632758817145896,3.5817952577638987,4.066956625944059,5.313186755724864,3.176001953778332,1.4469719700452783,7.492950555059261,,1.3254391020613525,0.1323897851277598
2002-06-01,3.559809130749331,,3.2174448400012334,2.8378136824672775,2.8505539343174853,3.591547133153577,3.4244659583932506,1.691831283241937,10.268236608800047,0.7226789148816021,,1.2760001655343214,2.2315808749444055
2002-07-01,3.4655665924904766,,3.5483714731667737,2.6627404342493106,3.186864153934519,3.59510960690592,4.641089290949144,1.954811671400026,1.9485427845330785,11.152299656174808,,1.2914781291280288,1.271681325990418
2002-08-01,3.547119860597214,,2.6963666735409224,2.7072897477967506,2.799581371391346,2.1155604342037075,4.234071623157016,2.128543631567194,1.2869184493244368,18.82231405105467,,1.4950417158072256,-3.625835617825447
