,alt,sum,brw,mhd,thd,nwr,kum,mlo,smo,cgo,ush,psa,spo
2002-09-01,3.344008607654952,,3.25140135507075,2.859946222556507,3.6911991670783038,3.361975878558777,4.519679794214167,2.3919632651636578,14.099737449553702,-1.9115626734342743,,1.6458977435327917,-0.2095604724952324
2002-10-01,3.4130159698355884,,3.263816721892148,3.318079855957163,6.540107453807589,2.713764364747692,3.6261243684416717,2.474134074863759,1.3789240102856475,15.865115927971164,,1.4131947259994866,1.0864344519618787
2002-11-01,3.366293135245587,,3.567306306209149,3.659952595968342,5.487742929603217,3.634262568201327,4.227068454913217,2.4231577553428396,-0.02901642944369083,10.551022991908356,,1.5109035891454177,1.6579982916560727
2002-12-01,3.5974863219279576,,3.840669996113786,3.777708037140282,15.53678418505225,3.2444765910431217,4.11539074083074,2.097523245924854,0.7819796416981482,4.51124806322317,,1.55486888978476,2.9882801086028365
2003-01-01,4.05217337057479,,4.1285336987399015,3.9352050202667623,7.731908535624209,3.667404857069695,4.453140646953602,2.6664151271394148,1.1489409103653305,7.93728351974895,,1.5484905036514682,5.7014925175206885
2003-02-01,4.177359095775201,,4.549649213081007,4.504652259502461,5.701643762491331,3.364693891273929,4.007736038642315,2.637137483600158,-11.34708953586572,12.804659886538838,,1.248393127335295,2.863329215811552
2003-03-01,4.407500874784102,,4.231269318757079,3.75906033605332,4.884905667847286,3.6524030358074384,4.772192568462817,3.355674654682807,1.4782524708887492,8.591764378768332,,1.4175342399026802,1.633345492988717
2003-04-01,4.5258350083436865,,4.2516725460026,4.804689783186078,6.026030886919304,2.953455135131724,2.8191106482102097,2.4415355879254994,1.7150125495037432,7.251146347569459,,1.1877728075977005,1.705526512072616
2003-05-01,4.496060352103829,,4.489084958843655,4.551936800654624,5.557165154443556,3.9200876545178747,8.534716251467973,2.932274588524981,2.085427651767851,19.690846601817615,,1.350295558002628,8.798974019270632
2003-06-01,4.419489387052724,,5.08697039778891,4.523812497410816,5.696099430155124,4.119709471474177,3.8336512213921012,2.587788456256416,1.3733754866570551,0.21522056978864956,,1.4060849016206451,-0.7671407333376309
2003-07-01,4.146249206905754,,4.105202091416194,4.705584735401426,4.604015495498008,5.297520215033801,4.7382324664155755,3.256766288489301,0.784996179639317,41.72125561886444,,1.6676658970090104,-0.22698560248897273
2003-08-01,4.123753061633139,,3.6589215681837994,4.057244641864808,4.174269122229343,3.9442407786629508,4.497658597825883,2.7469842636994186,0.7205005156908623,18.94415639656414,,1.7634727851908818,5.713465878045256
2003-09-01,3.8132950879218845,,3.7909365610894836,3.6129668118058453,5.429962027824036,4.144476105267116,2.4355350483933096,2.3872071488719193,1.6168329343611954,23.188739058868595,,1.7738057849936255,7.525491065968494
2003-10-01,3.83657225019179,,3.8760509102300293,4.106291196734746,4.4153991332461695,3.5578140727037164,3.9826645909576186,2.556094846761878,2.463178613558784,3.150944579247673,,2.072918473409897,9.98941756990274
2003-11-01,4.222169995193062,,3.991864397238143,4.090484280713447,4.112918596983908,4.576023319312961,4.6513252089620885,3.087359414369067,10.520518500801153,0.5168331010866326,,1.8080610154032306,5.561322542240585
2003-12-01,4.700858438567065,,4.828711128095188,4.653535584512173,4.866787822844847,4.023754277471739,5.147627377233826,3.65652886054081,3.347975773910443,23.032291815197716,,1.7708861064461145,6.582074182764658
2004-01-01,5.006294802284689,,5.1280064287021325,5.017092520139837,5.060174228212709,3.9884738054609037,5.536789053468037,2.8200168853514618,2.1463560135891093,30.6736438589841,,1.841591442427637,-1.9125343279783753
2004-02-01,5.135379450043385,,4.6594736009136914,6.2241783840413785,6.961642221034864,4.2774809930811175,5.437726247129052,3.1101445875775293,2.1170249238698102,17.66763577180977,,1.6398929416760621,1.8918333932807134
2004-03-01,5.133136423751139,,5.03373352860764,4.76550783806202,4.261211293870296,4.884480320811729,7.034745673038981,3.1599913016179833,1.8287662848392108,9.112771656504636,,1.6265300111927266,18.847702812123845
2004-04-01,4.823603715464854,,5.260263502339514,4.896450500447738,5.579874927030161,3.1701826718031954,4.765968284078169,3.129888287153098,2.153466770925156,13.556402869426263,,1.5973876324147849,5.907571229722857
2004-05-01,5.199842414072929,,5.142292204133663,5.317771328404563,4.890735813694013,3.807172546500237,5.167173349427217,2.9755288327157645,-3.0285134200286072,4.8814056631452205,,1.5394137539854036,7.337672581344006
2004-06-01,4.7064721489226775,,4.885574745435187,5.128963374614971,4.859957583353706,3.764762468894202,5.17761773425367,4.021550776428757,2.054030503846011,6.757843596088019,,1.9628592725086067,10.199142337554491
2004-07-01,4.447602419921586,3.9440912927294005,4.772443660024554,5.290921541833769,4.4246418672803856,4.850183526525657,6.435160776034705,3.3865941587945536,4.604192651953657,13.859726092109945,,1.7224864486064893,2.6819644183603133
2004-08-01,4.367352373141881,4.199161178679116,4.350884204764129,3.246919515919257,3.9012412389157376,5.01634103060197,7.019788529278919,3.2188839607853,4.344634506594613,6.920090633442074,,1.7881418195519565,-2.9673128017341193
2004-09-01,4.13093546523829,4.520998566897396,4.52493122765145,4.169830479630258,4.57611290655706,4.4314774819816005,8.664721136419221,3.222567884843713,2.9279106011460283,28.903687246950238,,2.0347598759168783,-3.629642806449017
2004-10-01,4.7440267301025925,4.660883670011148,4.575639652503826,4.402537637066039,9.50683024312286,5.07837130120692,5.675861863592922,3.515392910604193,1.9374941017554776,5.279591996636128,,1.6719158258887978,-2.1448411588487684
2004-11-01,4.922942838151888,5.671806364764551,4.923701971577615,4.661870061116056,4.128392101792446,5.742455266751762,5.46087767333208,3.546339226507979,1.727244510449861,7.693717172950068,,1.9904661831948611,5.4636540699767
2004-12-01,5.294574940850444,5.834642910300067,5.552436207397411,5.010664686889548,5.6409496671946435,4.476663031646138,4.827071014853005,3.379052458258171,-2.2917533535759405,7.886061742901121,,1.9543089537002316,-2.724495115019146
2005-01-01,5.510927072324611,5.633613791757597,5.295343477599705,5.082856656863382,7.347355906906864,4.082047382208911,9.94260540247693,3.4480047047645264,2.2472507861350675,7.16484629097976,,1.9914985948505002,0.5184566153665929
2005-02-01,5.251510163797803,5.318210491796587,5.473398944327676,5.184773800141347,4.627335461590444,4.178298394744805,20.988332951671843,3.7040910439195103,-2.3441228252985207,6.246173042802033,,1.9978665782314118,0.6600008045630588
2005-03-01,5.459964247210314,5.311120148620262,5.466037836606545,5.2566664000316745,4.80944601015712,5.8741863003376,5.822096123964652,4.43037984044397,3.725271434906658,6.629937111977709,,2.1210810415354358,5.168188725751896
2005-04-01,5.915897397531284,6.314525923411979,5.5625037792086784,5.518763296520978,5.477789640884621,6.467663288178315,17.546529753402357,4.382361160048127,0.6077854238572007,24.433309666030226,,2.074409536955677,14.866780138991757
2005-05-01,5.790092430886459,5.845863044961932,5.911162216183575,6.458498360448399,6.103313176757899,5.905635834190899,6.445529553437269,3.7577472510566117,2.5762024970295827,5.684301336704071,,2.201712657466617,6.6157383474082625
2005-06-01,5.6513471406170614,6.389041154505644,5.721744063075926,6.038829672342444,6.05576248775786,6.671947032599196,8.22965854081507,4.592357933806287,-1.124402954812763,29.18881040506247,,2.524119184601174,10.49588698126294
2005-07-01,4.8144925045925175,2.913852858511952,5.579961493191573,5.384190451917829,7.257378597700358,5.712119738224185,6.942888513652767,3.79539499344088,2.5617051657300483,-281.37119093168377,,2.4746211444288235,4.123970880985233
2005-08-01,5.322075333515973,0.6959454408470744,5.304209426988157,5.627082097983435,6.540550809081934,5.159109171497791,4.864874486341394,4.218050626122468,3.2436416872095553,82.48818504615434,,2.6265058611279026,-8.789477238623325
2005-09-01,4.917403800056896,5.882873351385291,5.1101079810908825,4.81713137257494,5.394184974076736,5.384060455452059,5.585653343168097,3.598578884996942,2.588341748201848,7.562425564452308,,1.8978774534604863,4.0317009547316465
2005-10-01,5.1111313517314265,6.094103811030149,4.907611450647379,5.158550212992123,8.251233651458453,5.166898437960986,4.9238150775801195,4.411691856589823,1.4672082013961307,5.3762402174856545,,2.5106781539424667,16.22632950977007
2005-11-01,5.664339959708109,5.874868337934885,5.196479709559388,5.42158514865332,6.332957027397816,4.153849986055548,10.043907422778585,3.9426778483212472,2.618835709459966,28.006221534575914,,2.5885396299523897,6.366599148018894
2005-12-01,5.985599890291486,6.196238675092588,6.063373090758425,6.930630339188559,7.555586781418628,6.217672143808905,6.4832120209419655,3.968043726078717,2.684127055958582,6.841133744649946,,2.087781155912516,2.289449126913266
2006-01-01,6.622478437909668,6.673983294408366,6.282747772918671,7.869028687947002,11.119326534900003,6.475723517624481,21.51992172839755,4.291542259780683,2.5393369213299857,37.48923615354547,,2.295648443933033,4.986884678358167
2006-02-01,6.566709722540094,6.957705184493261,6.588558807103401,5.406118659682004,12.46735255739029,6.461770654887722,7.812897602398501,3.8137693404644066,3.4856234905063213,6.326836673809182,,2.0141454576582603,4.506113574415101
2006-03-01,6.6802623546526885,6.520291658058178,6.68486896418333,7.44611109491782,-0.5542040889337887,4.677056926896357,7.2367296728967565,3.4767153814718315,2.509452719789366,29.2991987448906,,1.9399224805703013,7.904021622436385
2006-04-01,6.962776706981641,7.057362808934189,7.084427637933048,6.4404273268941115,6.171360124428647,5.014311167298234,14.256231480593465,4.472485447388053,2.4157388779390003,5.006251752989417,,2.4287936424573946,3.3978227905749545
2006-05-01,6.39822229498942,6.66991431190107,6.850170528035476,6.903502044565533,8.32485419446339,6.498764883256969,6.387425440608462,5.94724908365307,2.159304471601452,4.608690379394381,,2.4533599791737633,13.51161940569257
2006-06-01,6.579278164411459,6.3913372321652115,6.840516363808547,6.938461073984192,6.414064323090503,4.944948889955111,10.961817158070215,5.095649495360046,2.362881996916867,50.32138148458771,,2.6949680526509954,5.715897987770789
2006-07-01,6.531796840275141,2.461017274822082,7.119370974581237,7.2214713599408675,5.826413596353743,6.875912065924024,6.340573634400484,4.267214920027224,2.9756670077580374,7.477942335117642,,2.61554025831284,6.632519430046585
2006-08-01,6.260779730538876,4.820561172785229,6.164468046067395,6.292034527654744,5.9082396474265435,7.82576839608133,6.063923370132817,4.353910929668802,1.2166418629836266,3.6081538512007922,,2.5622264562477453,-13.715303999463261
2006-09-01,5.942483329080881,5.983970469929062,5.8739084311215315,5.767396805965695,5.794598001188533,5.41021373399574,6.002300607710609,4.278780953072933,7.82562201324415,-20.533872770980476,,3.155871367433646,-2.983367351781733
2006-10-01,6.109465580621051,6.146364484672145,6.363628919324706,6.5745706619574165,9.945937080636272,6.9633926172149945,5.523886718672147,4.883752168703658,3.27643486396121,-115.00289417125165,,2.9785354728643503,10.665356255997729
2006-11-01,6.409257573116285,6.582103490708113,6.509154749847993,6.416532964775312,13.566189802285134,8.74851966548144,11.173157861631752,5.054633129749635,2.8917063936881924,9.554598375310288,,3.045452447671342,5.627796986721845
2006-12-01,6.991434792410041,6.575488875925885,7.342047142755428,8.038663992873161,12.825486457466157,8.059132232408093,7.659642017698648,4.751165686020206,6.366044804972562,24.350189187629134,,2.8899349994598733,3.025668738992533
2007-01-01,8.07124643870922,7.674865604316841,7.531663706920358,7.592032030390367,7.787473396386921,6.0994967839891645,11.325422211074157,5.308411553330045,4.315038112992656,28.407319098587443,,2.7056932608634265,-4.549571016917644
2007-02-01,7.552857632522075,7.947484441394783,7.586725643480471,7.5254052736391195,6.830294974349772,7.6491505308461525,7.871178768928759,4.741811440348638,2.3653828052451904,26.30890379028909,,2.7139024034319044,10.761719041843698
2007-03-01,8.032888353974286,8.397087237156436,7.703271173673931,7.664913402823556,9.566785923298118,6.83849491760921,39.42442097061427,5.469204518769985,1.4095157095119535,-20.859454104019164,,2.5438217386989925,-10.757305825804156
