,alt,sum,brw,mhd,thd,nwr,kum,mlo,smo,cgo,ush,psa,spo
1977-01-01,,,,,,,,,,,,,
1977-02-01,,,,,,,,,,,,,
1977-03-01,,,,,,,,,,,,,
1977-04-01,,,,,,,,,,,,,
1977-05-01,,,,,,,,,,,,,
1977-06-01,,,,,,,,,,,,,
1977-07-01,,,,,,,,,,,,,
1977-08-01,,,,,,,,,,,,,
1977-09-01,,,,,,,,,,,,,
1977-10-01,,,,,,,,,,,,,
1977-11-01,,,,,,,,,,,,,
1977-12-01,,,,,,,,,,,,,
1978-01-01,,,,,,,,,,,,,
1978-02-01,,,,,,,,,,,,,
1978-03-01,,,,,,,,,,,,,
1978-04-01,,,,,,,,,,,,,
1978-05-01,,,,,,,,,,,,,
1978-06-01,,,,,,,,,,,,,
1978-07-01,,,,,,,,,,,,,
1978-08-01,,,,,,,,,,,,,
1978-09-01,,,,,,,,,,,,,
1978-10-01,,,,,,,,,,,,,
1978-11-01,,,,,,,,,,,,,
1978-12-01,,,,,,,,,,,,,
1979-01-01,,,,,,,,,,,,,
1979-02-01,,,,,,,,,,,,,
1979-03-01,,,,,,,,,,,,,
1979-04-01,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,
1979-06-01,,,,,,,,,,,,,
1979-07-01,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,
1979-09-01,,,,,,,,,,,,,
1979-10-01,,,,,,,,,,,,,
1979-11-01,,,,,,,,,,,,,
1979-12-01,,,,,,,,,,,,,
1980-01-01,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,
1980-09-01,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,
1981-04-01,,,,,,,,,,,,,
1981-05-01,,,,,,,,,,,,,
1981-06-01,,,,,,,,,,,,,
1981-07-01,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,
1981-10-01,,,,,,,,,,,,,
1981-11-01,,,,,,,,,,,,,
1981-12-01,,,,,,,,,,,,,
1982-01-01,,,,,,,,,,,,,
1982-02-01,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,
1982-04-01,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,
1982-06-01,,,,,,,,,,,,,
1982-07-01,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,
1982-09-01,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,
1982-11-01,,,,,,,,,,,,,
1982-12-01,,,,,,,,,,,,,
1983-01-01,,,,,,,,,,,,,
1983-02-01,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,
1983-06-01,,,,,,,,,,,,,
1983-07-01,,,,,,,,,,,,,
1983-08-01,,,,,,,,,,,,,
1983-09-01,,,,,,,,,,,,,
1983-10-01,,,,,,,,,,,,,
1983-11-01,,,,,,,,,,,,,
1983-12-01,,,,,,,,,,,,,
1984-01-01,,,,,,,,,,,,,
1984-02-01,,,,,,,,,,,,,
1984-03-01,,,,,,,,,,,,,
1984-04-01,,,,,,,,,,,,,
1984-05-01,,,,,,,,,,,,,
1984-06-01,,,,,,,,,,,,,
1984-07-01,,,,,,,,,,,,,
1984-08-01,,,,,,,,,,,,,
1984-09-01,,,,,,,,,,,,,
1984-10-01,,,,,,,,,,,,,
1984-11-01,,,,,,,,,,,,,
1984-12-01,,,,,,,,,,,,,
1985-01-01,,,,,,,,,,,,,
1985-02-01,,,,,,,,,,,,,
1985-03-01,,,,,,,,,,,,,
1985-04-01,,,,,,,,,,,,,
1985-05-01,,,,,,,,,,,,,
1985-06-01,,,,,,,,,,,,,
1985-07-01,,,,,,,,,,,,,
1985-08-01,,,,,,,,,,,,,
1985-09-01,,,,,,,,,,,,,
1985-10-01,,,,,,,,,,,,,
1985-11-01,,,,,,,,,,,,,
1985-12-01,,,,,,,,,,,,,
1986-01-01,,,,,,,,,,,,,
1986-02-01,,,,,,,,,,,,,
1986-03-01,,,,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,
1986-06-01,,,,,,,,,,,,,
1986-07-01,,,,,,,,,,,,,
1986-08-01,,,,,,,,,,,,,
1986-09-01,,,,,,,,,,,,,
1986-10-01,,,,,,,,,,,,,
1986-11-01,,,,,,,,,,,,,
1986-12-01,,,,,,,,,,,,,
1987-01-01,,,,,,,,,,,,,
1987-02-01,,,,,,,,,,,,,
1987-03-01,,,,,,,,,,,,,
1987-04-01,,,,,,,,,,,,,
1987-05-01,,,,,,,,,,,,,
1987-06-01,,,,,,,,,,,,,
1987-07-01,,,,,,,,,,,,,
1987-08-01,,,,,,,,,,,,,
1987-09-01,,,,,,,,,,,,,
1987-10-01,,,,,,,,,,,,,
1987-11-01,,,,,,,,,,,,,
1987-12-01,,,,,,,,,,,,,
1988-01-01,,,,,,,,,,,,,
1988-02-01,,,,,,,,,,,,,
1988-03-01,,,,,,,,,,,,,
1988-04-01,,,,,,,,,,,,,
1988-05-01,,,,,,,,,,,,,
1988-06-01,,,,,,,,,,,,,
1988-07-01,,,,,,,,,,,,,
1988-08-01,,,,,,,,,,,,,
1988-09-01,,,,,,,,,,,,,
1988-10-01,,,,,,,,,,,,,
1988-11-01,,,,,,,,,,,,,
1988-12-01,,,,,,,,,,,,,
1989-01-01,,,,,,,,,,,,,
1989-02-01,,,,,,,,,,,,,
1989-03-01,,,,,,,,,,,,,
1989-04-01,,,,,,,,,,,,,
1989-05-01,,,,,,,,,,,,,
1989-06-01,,,,,,,,,,,,,
1989-07-01,,,,,,,,,,,,,
1989-08-01,,,,,,,,,,,,,
1989-09-01,,,,,,,,,,,,,
1989-10-01,,,,,,,,,,,,,
1989-11-01,,,,,,,,,,,,,
1989-12-01,,,,,,,,,,,,,
1990-01-01,,,,,,,,,,,,,
1990-02-01,,,,,,,,,,,,,
1990-03-01,,,,,,,,,,,,,
1990-04-01,,,,,,,,,,,,,
1990-05-01,,,,,,,,,,,,,
1990-06-01,,,,,,,,,,,,,
1990-07-01,,,,,,,,,,,,,
1990-08-01,,,,,,,,,,,,,
1990-09-01,,,,,,,,,,,,,
1990-10-01,,,,,,,,,,,,,
1990-11-01,,,,,,,,,,,,,
1990-12-01,,,,,,,,,,,,,
1991-01-01,,,,,,,,,,,,,
1991-02-01,,,,,,,,,,,,,
1991-03-01,,,,,,,,,,,,,
1991-04-01,,,,,,,,,,,,,
1991-05-01,,,,,,,,,,,,,
1991-06-01,,,,,,,,,,,,,
1991-07-01,,,,,,,,,,,,,
1991-08-01,,,,,,,,,,,,,
1991-09-01,,,,,,,,,,,,,
1991-10-01,,,,,,,,,,,,,
1991-11-01,,,,,,,,,,,,,
1991-12-01,,,,,,,,,,,,,
1992-01-01,,,,,,,,,,,,,
1992-02-01,,,,,,,,,,,,,
1992-03-01,,,,,,,,,,,,,
1992-04-01,,,,,,,,,,,,,
1992-05-01,,,,,,,,,,,,,
1992-06-01,,,,,,,,,,,,,
1992-07-01,,,,,,,,,,,,,
1992-08-01,,,,,,,,,,,,,
1992-09-01,,,,,,,,,,,,,
1992-10-01,,,,,,,,,,,,,
1992-11-01,,,,,,,,,,,,,
1992-12-01,,,,,,,,,,,,,
1993-01-01,,,,,,0.6008027558009648,,0.41075522380828267,,,,,
1993-02-01,,,0.6142355499604487,,,0.6723213750606589,,0.4536866249965526,0.285587447560218,,,,0.2553427702742845
1993-03-01,0.934376042065164,,0.6697220595693839,,,0.7435887445503063,,0.5300042864357688,0.28342439360127036,,,,0.05496424239330098
1993-04-01,1.0536668778018363,,0.7418447220271185,,,0.8164710238169652,,0.6261523973111245,0.2709666567685479,,,,-0.06256564584047528
1993-05-01,0.9762661836140499,,0.8111835790312423,,,0.8707591731757883,,0.6965096963282492,0.33144145973658345,,,,-0.08683733909442391
1993-06-01,0.8765976256942647,,0.8716064256764875,,,0.9635825108176036,,0.6622143568531786,0.459763957832168,,,,-0.04287116595380995
1993-07-01,0.9140309695338119,,0.9420155835220808,,,1.2744717084148984,,0.6531159846115862,0.3937701176913909,,,,0.044226287203370455
1993-08-01,1.0350987707145263,,1.0979843395704156,,,1.3116618446458157,,0.9198982805176202,0.4448750921901885,,,,0.1569025395915842
1993-09-01,1.0875638730152721,,1.35019774028975,,,1.6554560759980017,,1.1635020548878496,0.593608973018739,,,,0.26888416139155646
1993-10-01,1.1446060027089655,,1.1561208108516672,,,1.239478401788842,,1.3172179709915464,0.6082550681161449,,,,0.35511997845127363
1993-11-01,1.376972090404423,,1.8379347034668696,,,1.5098761311865578,,1.464252792162971,0.6164004582221915,,,,0.42023635113847285
1993-12-01,1.8960698690091033,,1.911005830834043,,,2.008365043615496,,1.3354759968721188,0.6983658354949388,,,,0.4757064066597435
1994-01-01,1.8570085316897866,,2.0281794674252835,,,1.8194303212587537,,1.2227178828180678,0.7973847277599324,,,,0.5423989660776231
1994-02-01,2.3770908647707256,,1.8921538720151783,,,2.1664217514310122,,1.3850077343410065,0.8308756591252069,,,,0.5914924746940573
1994-03-01,1.7962638913199374,,1.8356086073503082,,,2.317087399948591,,1.6165665357456724,1.183208528948647,,,,0.6200975393993864
1994-04-01,2.5433315624857875,,2.4071006182493746,,,2.219529030579112,,2.0043455753728714,1.2884230274172797,,,,0.8764772874179031
1994-05-01,2.5617421855482227,,2.3669515958824197,,,2.6152054986211835,,2.0819905244850814,1.1597887477106181,,,,0.9530024477391725
1994-06-01,2.8325036136081683,,2.579194797734364,,,2.372515498376296,,2.312308336161462,1.6065986826941399,,,,0.937271142441686
1994-07-01,2.9903403936105604,,3.0307514562667937,,,3.1602566302809203,,2.057735446673579,1.5857723553834073,,,,0.9898110738716803
1994-08-01,2.9316754896533532,,3.1157108851627418,,,3.355953778526669,,1.9364920871013573,2.053776093230707,,,,1.1189132743418064
1994-09-01,3.1882514807270423,,3.1281131064913286,,,3.0921984600494152,,3.105647533868644,1.6917246220062776,,,,1.2756737785764942
1994-10-01,3.286206689420316,,3.4000105604421895,,,3.0864774857235,,3.1114952990430007,1.6876512953778509,,,,1.4356454415647297
1994-11-01,3.371943782030455,,3.5704483551470867,,,4.544127003339017,,3.0230198046508914,1.4771740535926943,,,,1.3931439017335112
1994-12-01,3.8870142975391384,,4.067843145245673,,,4.0103819449860145,,3.495946037706811,2.5290665919633293,,,,1.3655186882275285
1995-01-01,4.289614764164459,,4.191498017730744,,,3.1684144658651583,,3.1910219675223166,2.042048577415185,,,,1.4532652288381844
1995-02-01,4.216469163887378,,4.396941987029334,,,3.7146638086079395,,3.222412936735139,1.9562946489653659,,,,1.6145115533481453
1995-03-01,4.148125178046608,,4.155297541157034,,,3.6648577461632876,,3.192691075190226,2.496943849521952,,,,1.7844909596400733
1995-04-01,4.514043374357158,,4.564523547233785,,,3.670821343447693,,3.0013734879687712,2.629040441353798,,,,1.9230880331556521
1995-05-01,4.773182343071572,,4.637891590066694,,,6.085998160548453,,3.602007374529689,2.624287241835702,,,,1.9640790572237505
1995-06-01,4.80857174459239,,5.221827823728606,,,4.711185398110026,,4.188501154767345,2.374507589715564,,,,2.170370359842643
1995-07-01,5.033477242255507,,4.964258967396783,,,4.291403089700602,,3.91424324436343,2.075739915034963,,,,2.3933085038376687
1995-08-01,5.223406786915098,,5.177681054229656,,,4.955368384213834,,4.207664908995304,2.4489136341625084,,,,2.3890325940465442
1995-09-01,5.30574919946092,,5.378032252048337,,,5.292569984666975,,4.368949897840333,3.0054160921033675,,,,2.3982765562191033
1995-10-01,4.8831118429122125,,5.500545055582144,,,5.415593204149962,,4.578305795689304,3.1341124957352986,,,,2.622461342236044
1995-11-01,5.69841500876261,,5.736523891120707,,,6.302428383371874,,4.3020646034089145,3.398265498078942,,,,2.7977389264103087
1995-12-01,6.383650434082627,,6.505644283867875,,,5.411086924280345,,5.000908788768709,3.295229282937104,4.685850688330232,,,2.9217697357457832
1996-01-01,6.169315953983217,,6.419876475484786,,,6.345429239327709,,5.024084537843751,3.970129050521591,4.256179879310917,,,3.073916500376757
1996-02-01,6.5347974482626405,,6.406356767485318,,,5.896964235067977,,5.0119035642019165,4.253839916298041,10.376971958629836,,,3.2283960143439256
1996-03-01,6.6096840649154185,,6.756231299326711,,,7.018880938186863,,5.735293215607026,4.944903547061931,13.318312753693435,,,3.3560624277640567
1996-04-01,6.7600840719437665,,6.811304971222696,,,5.939163651064875,,5.177348066985733,3.6506807685968874,10.301576716126451,,,3.4569231725691147
1996-05-01,6.916471433792361,,7.047415122546488,,,6.249422146888479,,5.512752183400066,3.9498750229489916,25.37683753729388,,,3.563280856651557
1996-06-01,7.045799660289274,,7.208748371085573,,,7.125225307155018,,5.645754266503651,4.202470200861382,48.04114487321025,,,3.7678524417878836
1996-07-01,7.084476608156465,,7.248260434002223,,,6.127947835913897,,6.000929240654268,4.337281859452104,63.314451949440574,,,3.849901703955953
1996-08-01,7.415237306138294,,7.416938519316711,,,7.035819694666969,,5.811639230145679,4.464807343055735,61.07159798363936,,,4.251177964396446
1996-09-01,7.549740440166698,,7.410718217826977,,,7.0885308418540465,,6.482164539185704,4.6250928450726425,29.285363904779725,,,4.406327958206083
1996-10-01,7.623203172612239,,7.639472947300799,,,8.680741235313079,,6.519214099649216,4.323778375636153,6.116076696196277,,,4.276914324605373
1996-11-01,8.233109170081308,,7.981690039887088,,,8.55201626813922,12.073264085643283,6.873911276032848,5.084041232250398,9.442059154891476,,,4.618623475143238
1996-12-01,8.420128105353989,,8.632458713363855,,,6.277338081754803,9.966658304091947,7.369038415006659,5.839833707306986,8.755525949847474,,,4.603589523801221
1997-01-01,8.69333757132593,,8.492678560000734,,,7.279080365991563,8.194081948914205,7.294699367196891,5.875859026460213,9.216377519321522,,,4.880983777817901
1997-02-01,8.729065486528153,,8.435289430823948,,,7.663892335779901,8.108325291250202,7.2604911381122665,5.944586388487913,8.312963970908045,,,4.814912681496827
1997-03-01,8.656304926472066,,8.682629814054685,,,8.588100143617169,10.343112408247595,8.61254027800695,6.040824366836027,12.369196603307527,,,4.880973440813362
1997-04-01,8.632386847974013,,8.940503733163787,,,9.660530896767085,12.359925245891601,7.025396365141429,5.77998726253937,12.42665839310473,,,5.202077097348897
1997-05-01,8.656958579855706,,8.875701397780652,,,7.903585181227704,12.649474992086375,8.43105729389815,6.19533953557615,5.277256952209187,,,5.226480820637664
1997-06-01,9.136733030202507,,9.20879088873871,,,8.22668097068795,11.996574030152367,8.195208660056144,6.355804770735709,13.262604648697124,,,5.604141966543262
1997-07-01,9.211904426611042,,9.32035691805829,,,9.51273056414153,11.067141675510756,8.020331822848844,6.409976189802592,11.588939675280777,,,5.825756863717427
1997-08-01,8.959218502404003,,9.465378368990764,,,10.196848112258166,9.769432550214223,7.993990362483245,6.379719308021435,10.479714889252861,,,6.245260515599064
1997-09-01,9.157335099797129,,9.852049569646407,,,8.853250938656505,9.529115785893746,8.616013593348173,6.368961631139905,11.956398020530534,,,6.098479743759423
1997-10-01,9.789486444739737,,9.722479403881103,,,9.451020287684763,9.8461939154724,8.231668865685391,6.548010340628595,16.080401187068546,,,6.132473233123701
1997-11-01,10.274908955258075,,9.833317482928432,,,9.61807295366089,10.208849299463964,8.905607204966223,6.618770295630572,3.764713740772532,,,6.326317090899203
1997-12-01,10.410888418350119,,10.133591640147571,,,10.906105051746884,10.729844356483522,8.414468990962451,6.8529837605019654,-16.373274075777484,,,6.415431547085448
1998-01-01,10.57887340553333,,10.54066860883474,,,10.572620198079562,10.760796083868112,8.989765348579807,6.927350372591628,17.150791420120928,,,6.462430978564642
