,alt,sum,brw,mhd,thd,nwr,kum,mlo,smo,cgo,ush,psa,spo
1977-01-01,,,,,,,,,,,,,
1977-02-01,,,,,,,,,,,,,
1977-03-01,,,,,,,,,,,,,
1977-04-01,,,,,,,,,,,,,
1977-05-01,,,,,,,,,,,,,
1977-06-01,,,,,,,,,,,,,
1977-07-01,,,,,,,,,,,,,
1977-08-01,,,,,,,,,,,,,
1977-09-01,,,,,,,,,,,,,
1977-10-01,,,,,,,,,,,,,
1977-11-01,,,,,,,,,,,,,
1977-12-01,,,,,,,,,,,,,
1978-01-01,,,,,,,,,,,,,
1978-02-01,,,,,,,,,,,,,
1978-03-01,,,,,,,,,,,,,
1978-04-01,,,,,,,,,,,,,
1978-05-01,,,,,,,,,,,,,
1978-06-01,,,,,,,,,,,,,
1978-07-01,,,,,,,,,,,,,
1978-08-01,,,,,,,,,,,,,
1978-09-01,,,,,,,,,,,,,
1978-10-01,,,,,,,,,,,,,
1978-11-01,,,,,,,,,,,,,
1978-12-01,,,,,,,,,,,,,
1979-01-01,,,,,,,,,,,,,
1979-02-01,,,,,,,,,,,,,
1979-03-01,,,,,,,,,,,,,
1979-04-01,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,
1979-06-01,,,,,,,,,,,,,
1979-07-01,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,
1979-09-01,,,,,,,,,,,,,
1979-10-01,,,,,,,,,,,,,
1979-11-01,,,,,,,,,,,,,
1979-12-01,,,,,,,,,,,,,
1980-01-01,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,
1980-09-01,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,
1981-04-01,,,,,,,,,,,,,
1981-05-01,,,,,,,,,,,,,
1981-06-01,,,,,,,,,,,,,
1981-07-01,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,
1981-10-01,,,,,,,,,,,,,
1981-11-01,,,,,,,,,,,,,
1981-12-01,,,,,,,,,,,,,
1982-01-01,,,,,,,,,,,,,
1982-02-01,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,
1982-04-01,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,
1982-06-01,,,,,,,,,,,,,
1982-07-01,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,
1982-09-01,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,
1982-11-01,,,,,,,,,,,,,
1982-12-01,,,,,,,,,,,,,
1983-01-01,,,,,,,,,,,,,
1983-02-01,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,
1983-06-01,,,,,,,,,,,,,
1983-07-01,,,,,,,,,,,,,
1983-08-01,,,,,,,,,,,,,
1983-09-01,,,,,,,,,,,,,
1983-10-01,,,,,,,,,,,,,
1983-11-01,,,,,,,,,,,,,
1983-12-01,,,,,,,,,,,,,
1984-01-01,,,,,,,,,,,,,
1984-02-01,,,,,,,,,,,,,
1984-03-01,,,,,,,,,,,,,
1984-04-01,,,,,,,,,,,,,
1984-05-01,,,,,,,,,,,,,
1984-06-01,,,,,,,,,,,,,
1984-07-01,,,,,,,,,,,,,
1984-08-01,,,,,,,,,,,,,
1984-09-01,,,,,,,,,,,,,
1984-10-01,,,,,,,,,,,,,
1984-11-01,,,,,,,,,,,,,
1984-12-01,,,,,,,,,,,,,
1985-01-01,,,,,,,,,,,,,
1985-02-01,,,,,,,,,,,,,
1985-03-01,,,,,,,,,,,,,
1985-04-01,,,,,,,,,,,,,
1985-05-01,,,,,,,,,,,,,
1985-06-01,,,,,,,,,,,,,
1985-07-01,,,,,,,,,,,,,
1985-08-01,,,,,,,,,,,,,
1985-09-01,,,,,,,,,,,,,
1985-10-01,,,,,,,,,,,,,
1985-11-01,,,,,,,,,,,,,
1985-12-01,,,,,,,,,,,,,
1986-01-01,,,,,,,,,,,,,
1986-02-01,,,,,,,,,,,,,
1986-03-01,,,,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,
1986-06-01,,,,,,,,,,,,,
1986-07-01,,,,,,,,,,,,,
1986-08-01,,,,,,,,,,,,,
1986-09-01,,,,,,,,,,,,,
1986-10-01,,,,,,,,,,,,,
1986-11-01,,,,,,,,,,,,,
1986-12-01,,,,,,,,,,,,,
1987-01-01,,,,,,,,,,,,,
1987-02-01,,,,,,,,,,,,,
1987-03-01,,,,,,,,,,,,,
1987-04-01,,,,,,,,,,,,,
1987-05-01,,,,,,,,,,,,,
1987-06-01,,,,,,,,,,,,,
1987-07-01,,,,,,,,,,,,,
1987-08-01,,,,,,,,,,,,,
1987-09-01,,,,,,,,,,,,,
1987-10-01,,,,,,,,,,,,,
1987-11-01,,,,,,,,,,,,,
1987-12-01,,,,,,,,,,,,,
1988-01-01,,,,,,,,,,,,,
1988-02-01,,,,,,,,,,,,,
1988-03-01,,,,,,,,,,,,,
1988-04-01,,,,,,,,,,,,,
1988-05-01,,,,,,,,,,,,,
1988-06-01,,,,,,,,,,,,,
1988-07-01,,,,,,,,,,,,,
1988-08-01,,,,,,,,,,,,,
1988-09-01,,,,,,,,,,,,,
1988-10-01,,,,,,,,,,,,,
1988-11-01,,,,,,,,,,,,,
1988-12-01,,,,,,,,,,,,,
1989-01-01,,,,,,,,,,,,,
1989-02-01,,,,,,,,,,,,,
1989-03-01,,,,,,,,,,,,,
1989-04-01,,,,,,,,,,,,,
1989-05-01,,,,,,,,,,,,,
1989-06-01,,,,,,,,,,,,,
1989-07-01,,,,,,,,,,,,,
1989-08-01,,,,,,,,,,,,,
1989-09-01,,,,,,,,,,,,,
1989-10-01,,,,,,,,,,,,,
1989-11-01,,,,,,,,,,,,,
1989-12-01,,,,,,,,,,,,,
1990-01-01,,,,,,,,,,,,,
1990-02-01,,,,,,,,,,,,,
1990-03-01,,,,,,,,,,,,,
1990-04-01,,,,,,,,,,,,,
1990-05-01,,,,,,,,,,,,,
1990-06-01,,,,,,,,,,,,,
1990-07-01,,,,,,,,,,,,,
1990-08-01,,,,,,,,,,,,,
1990-09-01,,,,,,,,,,,,,
1990-10-01,,,,,,,,,,,,,
1990-11-01,,,,,,,,,,,,,
1990-12-01,,,,,,,,,,,,,
1991-01-01,,,,,,,,,,,,,
1991-02-01,,,,,,,,,,,,,
1991-03-01,,,,,,,,,,,,,
1991-04-01,,,,,,,,,,,,,
1991-05-01,,,,,,,,,,,,,
1991-06-01,,,,,,,,,,,,,
1991-07-01,,,,,,,,,,,,,
1991-08-01,,,,,,,,,,,,,
1991-09-01,,,,,,,,,,,,,
1991-10-01,,,,,,,,,,,,,
1991-11-01,,,,,,,,,,,,,
1991-12-01,,,,,,,,,95.31168802365633,,,,
1992-01-01,,,,,,105.1922244599933,,102.65909255927969,94.2082309176493,,,,
1992-02-01,109.70313058772916,,,,,107.71297623119487,,101.61560352382064,91.58404167803211,,,,
1992-03-01,109.4045924622281,,,,,106.82128873889893,,102.57217847606098,90.8510264664341,,,,
1992-04-01,109.46590355135518,,,,,107.60126666411946,,103.60464319629577,94.79164663780564,,,,
1992-05-01,109.79349118902554,,111.2185411854478,,,113.3298559543216,,104.34440930541672,95.790273226815,,,,
1992-06-01,110.29886864919068,,110.98786537109163,,,117.23236432028423,,106.24264858283854,95.80545037268593,,,,
1992-07-01,110.84250530050676,,110.57411203579234,,,115.87413780911892,,104.9331093171201,95.11539486578731,,,,
1992-08-01,111.34924957433468,,110.87037436214263,,,109.72979959390366,,111.30453024460076,95.73707966493905,,,,96.26933398520211
1992-09-01,111.724215192057,,112.748172423526,,,113.07739151752457,,99.18501386764478,97.84464630684944,,,,96.18129441037695
1992-10-01,112.50799273152016,,115.51214990764022,,,111.68947555136289,,108.88110653362372,98.46120032033826,,,,97.04494463198822
1992-11-01,113.87777501119544,,117.60187430753733,,,113.29632978260956,,106.5534173381166,98.1523337539881,,,,94.86538962714805
1992-12-01,114.68674752385333,,117.17069605307745,,,115.17065519676659,,112.86578960513125,97.98429469299998,,,,91.01709709408675
1993-01-01,114.29758473798303,,113.29959073340146,,,113.76558177657964,,107.85520920646181,97.98998381172552,,,,92.85625040883085
1993-02-01,113.37724334258415,,112.28384166137745,,,110.63712029755239,,104.24359263550117,98.142998405574,,,,93.89840169845824
1993-03-01,112.8785258468404,,113.93238120888492,,,111.01350457217673,,105.74007518289628,97.85669360178065,,,,99.22068846451536
1993-04-01,113.06512050323386,,114.40053479243518,,,112.83131109043865,,106.5850150952185,97.321483082474,,,,102.89224231770005
1993-05-01,114.00149902207255,,113.55604351769604,,,111.16796388246044,,107.48052016331496,97.6613312056948,,,,104.35719413067807
1993-06-01,115.80168827954071,,113.78805422754236,,,116.1607803715727,,108.67195188442409,98.98742418433937,,,,104.25691012075302
1993-07-01,118.71159817125047,,115.27228517577832,,,113.28669887941321,,109.53114942314006,98.62388544565357,,,,103.11151820003963
1993-08-01,121.90497706421029,,115.2528842874305,,,117.74186290145516,,110.19666395511437,100.24162279908786,,,,101.38476423788663
1993-09-01,123.42241191713862,,113.91694797744513,,,113.70136784885841,,109.83989201335278,100.64376465035289,,,,99.65488285340292
1993-10-01,122.95404607655993,,114.48919795700765,,,111.48146770118767,,113.84757173208324,103.43395051743369,,,,98.48608370796264
1993-11-01,120.7256341352801,,116.86653315563154,,,112.41118392506039,,108.6509851283817,101.29886208468375,,,,98.05850140615952
1993-12-01,117.37706271518502,,120.97121660584828,,,121.52094906637458,,118.13294201160186,103.35742566742404,,,,98.4318508208003
1994-01-01,120.89937936858172,,120.97044139006668,,,112.91681904025803,,116.16397710992416,102.26300987287844,,,,99.6554254386358
1994-02-01,123.92035189687665,,115.64631262376078,,,116.81922178594183,,111.39998132247295,102.28805363077869,,,,100.83004426207104
1994-03-01,118.12428707548457,,115.18063787314571,,,119.04212674679331,,114.55811353974003,108.41617870348793,,,,99.97930339349823
1994-04-01,120.94037167954775,,121.7978657164328,,,118.8717513705547,,116.90848054315828,108.92101364650743,,,,99.67995171967345
1994-05-01,120.90822367906121,,121.5986610579985,,,118.87895659951778,,119.46629737175329,104.42402833985956,,,,100.93885789221824
1994-06-01,122.20231825607851,,120.49834478085639,,,119.49041707386006,,115.31647240104698,106.20166894576207,,,,102.34552900561164
1994-07-01,121.09218299014428,,120.94362034453944,,,120.27021318348547,,106.44171337720742,107.54976471818857,,,,102.4758172822645
1994-08-01,121.49022088799032,,119.13284790296784,,,120.5311248885277,,109.70419968043451,104.45592861408782,,,,103.86980747811604
1994-09-01,121.38205905213059,,118.91099887612147,,,118.82848724127284,,117.11009446899355,108.91360651467295,,,,103.7419110362104
1994-10-01,120.1014469091436,,121.63538168867527,,,116.78321052408802,,116.87748204268601,107.91061849521245,,,,106.15247880304966
1994-11-01,119.0189427645435,,124.90021752028966,,,123.01763444519256,,115.62539652557291,108.06419529609374,,,,107.47549509363434
1994-12-01,122.60713585644328,,122.57074635952367,,,120.44501608811106,,120.3795580263983,107.02819823509488,,,,107.68952962299237
1995-01-01,123.62249915034302,,123.44367352934484,,,114.03878957778115,,118.28424994880825,106.58260273650356,,,,107.28003293257392
1995-02-01,122.51137648844262,,127.5265211006388,,,121.23778872125834,,115.52121440009111,108.36977064100579,,,,106.70562756783909
1995-03-01,123.49395764457311,,125.90479909671285,,,126.13567079178074,,115.92433408573964,111.47651823016442,,,,106.52181797347532
1995-04-01,124.84827247338339,,124.3445868517671,,,121.95930591509511,,118.05178248174282,109.44230999090075,,,,108.9208844949938
1995-05-01,124.87620752864008,,124.9651082761096,,,131.0410837314713,,117.87262560162658,110.2058712965312,,,,109.47058680433062
1995-06-01,128.16877190587238,,122.47267045923064,,,123.74547136118225,,122.4473846188053,108.68836812805064,,,,109.22533612530619
1995-07-01,129.28502292076575,,122.65624662242413,,,118.55616205573585,,119.43298307808627,108.84444456395453,,,,110.29101400591267
1995-08-01,125.89601537158293,,125.47751989865162,,,124.09650340704192,,119.88037321840355,110.5169625495979,,,,109.0112562864564
1995-09-01,127.18007460672804,,126.73101130914795,,,127.10031945219255,,123.30343095340416,110.55553723546082,,,,109.66012444165925
1995-10-01,122.40408537425601,,126.16340921058276,,,126.89127894443544,,121.09646732204384,112.15575225188702,,,,111.87521468722741
1995-11-01,127.8940687426611,,128.65905400303555,,,128.31864959330858,,119.96624130109474,115.0708011767047,,,,111.86329148572116
1995-12-01,130.09291413631772,,127.50162124762903,,,126.66486113127748,,122.73206958205164,109.18231934039046,123.85272163787721,,,110.1869340462544
1996-01-01,130.49807871649742,,133.47281401357938,,,131.7914593569161,,123.12061488581003,115.38310080399036,123.21896063582217,,,110.20704545631018
1996-02-01,132.63783227499238,,130.04579110899965,,,126.06338750723455,,121.51960022008987,116.01613961505927,144.4762474801842,,,111.13005882725247
1996-03-01,131.60406243575676,,131.24958774019257,,,129.51753946728263,,125.49093242593611,120.53222619217827,153.58298349531424,,,112.02707401962249
1996-04-01,131.10002176410038,,131.21353695495387,,,126.1112340642801,,123.18321964773389,112.81163383273277,143.56518278099998,,,112.35682329619604
1996-05-01,130.08029357597195,,130.72465791222785,,,132.83735362688387,,122.3323726403582,113.75694780258603,188.42516060621904,,,114.50149803146024
1996-06-01,132.53912666521094,,132.22952438361045,,,129.79403934357455,,121.1822125831264,116.31539092756638,166.38983863839758,,,113.68777290816814
1996-07-01,130.64662268305483,,130.98135603392984,,,126.95760092706057,,124.4013160283205,115.47519525747403,169.07473298444108,,,113.76659283288325
1996-08-01,129.48481230250306,,131.52832427654306,,,130.5293957463006,,123.35995152410652,116.40999827615744,187.01406424353368,,,114.98679852380106
1996-09-01,131.88889369509553,,130.70828610636275,,,129.75711373773774,,126.65216570262753,115.54114177734192,163.8733655759518,,,116.9132708204114
1996-10-01,132.8683833854754,,131.2675682731916,,,131.66307339572532,,126.18741649554418,117.1964154489677,133.0592948469501,,,116.16744667975279
1996-11-01,134.30482155838865,,133.2330802087801,,,133.66831628463783,146.63590765818543,127.95949170093911,118.37508682355853,134.81855348746066,,,116.30286974266767
1996-12-01,134.8442067811802,,134.72068954814583,,,129.68340066396087,139.80190923577698,130.6337710892325,119.81445680382774,134.54299816341626,,,117.05090960785445
