,alt,sum,brw,mhd,thd,nwr,kum,mlo,smo,cgo,ush,psa,spo
1977-01-01,,,,,,,,,,,,,
1977-02-01,,,,,,,,,,,,,
1977-03-01,,,,,,,,,,,,,
1977-04-01,,,,,,,,,,,,,
1977-05-01,,,,,,,,,,,,,
1977-06-01,,,,,,,,,,,,,
1977-07-01,,,,,,,,,,,,,
1977-08-01,,,,,,,,,,,,,
1977-09-01,,,,,,,,,,,,,
1977-10-01,,,,,,,,,,,,,
1977-11-01,,,,,,,,,,,,,
1977-12-01,,,,,,,,,,,,,
1978-01-01,,,,,,,,,,,,,
1978-02-01,,,,,,,,,,,,,
1978-03-01,,,,,,,,,,,,,
1978-04-01,,,,,,,,,,,,,
1978-05-01,,,,,,,,,,,,,
1978-06-01,,,,,,,,,,,,,
1978-07-01,,,,,,,,,,,,,
1978-08-01,,,,,,,,,,,,,
1978-09-01,,,,,,,,,,,,,
1978-10-01,,,,,,,,,,,,,
1978-11-01,,,,,,,,,,,,,
1978-12-01,,,,,,,,,,,,,
1979-01-01,,,,,,,,,,,,,
1979-02-01,,,,,,,,,,,,,
1979-03-01,,,,,,,,,,,,,
1979-04-01,,,,,,,,,,,,,
1979-05-01,,,,,,,,,,,,,
1979-06-01,,,,,,,,,,,,,
1979-07-01,,,,,,,,,,,,,
1979-08-01,,,,,,,,,,,,,
1979-09-01,,,,,,,,,,,,,
1979-10-01,,,,,,,,,,,,,
1979-11-01,,,,,,,,,,,,,
1979-12-01,,,,,,,,,,,,,
1980-01-01,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,
1980-09-01,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,
1981-04-01,,,,,,,,,,,,,
1981-05-01,,,,,,,,,,,,,
1981-06-01,,,,,,,,,,,,,
1981-07-01,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,
